osmid,geometry,type,district
409220015,"POLYGON ((44.4570863 40.1749586, 44.4571716 40.1749435, 44.4571346 40.1748213, 44.4570493 40.1748364, 44.4570863 40.1749586))",building,Malatia
140107057,"POLYGON ((44.465256 40.1693875, 44.4652184 40.169293, 44.4654489 40.1692394, 44.4654866 40.1693339, 44.465256 40.1693875))",building,Malatia
407027777,"POLYGON ((44.4481733 40.1819377, 44.4482833 40.1822389, 44.4484064 40.1822127, 44.4482964 40.1819115, 44.4481733 40.1819377))",work,Malatia
407206799,"POLYGON ((44.5726181 40.2222493, 44.5725054 40.22217, 44.5725456 40.2221361, 44.5726005 40.2221761, 44.572656 40.2222136, 44.5726181 40.2222493))",shop,Avan
407543444,"POLYGON ((44.4396004 40.1769868, 44.4395142 40.176883, 44.4394277 40.1768577, 44.439363 40.1768891, 44.4394891 40.1770408, 44.4396004 40.1769868))",shop,Malatia
408284200,"POLYGON ((44.4399541 40.1663236, 44.4399953 40.1663348, 44.4400192 40.1662998, 44.4400678 40.1663219, 44.4401461 40.1663134, 44.4400373 40.1661453, 44.4399896 40.1661676, 44.4399796 40.1662689, 44.4399541 40.1663236))",shop,Malatia
408290900,"POLYGON ((44.5230516 40.1396492, 44.5228261 40.1391996, 44.5226101 40.1387758, 44.5236321 40.1384906, 44.5239945 40.1389937, 44.523917 40.1390346, 44.5241969 40.1395878, 44.5231119 40.1396502, 44.5230516 40.1396492))",hospital,Erebuni
409012184,"POLYGON ((44.5654735 40.1816002, 44.5654682 40.181464, 44.5654109 40.1814653, 44.5654097 40.1814326, 44.5652206 40.1814369, 44.565222 40.1814741, 44.5651562 40.1814756, 44.5651576 40.1815109, 44.5650903 40.1815124, 44.5650922 40.1815608, 44.5651707 40.181559, 44.5651726 40.1816077, 44.5652393 40.1816062, 44.5652407 40.1816428, 44.5654164 40.1816388, 44.565415 40.1816015, 44.5654735 40.1816002))",church,Nor-norq
409226631,"POLYGON ((44.4641063 40.1745815, 44.4640964 40.1745538, 44.4641648 40.1745394, 44.4641747 40.1745672, 44.4641063 40.1745815))",sport,Malatia
409262278,"POLYGON ((44.442593 40.1662845, 44.4426928 40.1663208, 44.44268 40.1663528, 44.4426622 40.166354, 44.4425809 40.1663319, 44.442593 40.1662845))",shop,Malatia
409262279,"POLYGON ((44.4437962 40.1665729, 44.4438628 40.1664907, 44.4439174 40.1665081, 44.4438568 40.1665961, 44.4437962 40.1665729))",shop,Malatia
409288574,"POLYGON ((44.4444109 40.1668514, 44.4444259 40.1668305, 44.4444441 40.1668381, 44.4444736 40.1667968, 44.4443709 40.1667539, 44.4443264 40.1668161, 44.4444109 40.1668514))",shop,Malatia
409288575,"POLYGON ((44.4443225 40.1668141, 44.4442769 40.1667952, 44.4443207 40.1667333, 44.4443663 40.1667521, 44.4443225 40.1668141))",work,Malatia
409579700,"POLYGON ((44.4411478 40.1652711, 44.4410108 40.165186, 44.4410322 40.1651663, 44.4412304 40.1651609, 44.4412536 40.1651746, 44.4411478 40.1652711))",shop,Malatia
409581951,"POLYGON ((44.4388613 40.1776775, 44.4389773 40.1776215, 44.4389408 40.1775773, 44.438892 40.1776009, 44.4386717 40.1773348, 44.4386045 40.1773673, 44.4388613 40.1776775))",sport,Malatia
409854702,"POLYGON ((44.4413967 40.1652755, 44.4414743 40.165279, 44.441483 40.1651674, 44.4414054 40.1651639, 44.4413967 40.1652755))",hospital,Malatia
409860423,"POLYGON ((44.4428228 40.1660821, 44.4429775 40.166145, 44.4429808 40.1660342, 44.4428392 40.1660242, 44.4428228 40.1660821))",shop,Malatia
409860425,"POLYGON ((44.4431284 40.1661588, 44.4431798 40.1661837, 44.4431473 40.1662227, 44.443096 40.1661977, 44.4431284 40.1661588))",shop,Malatia
409860426,"POLYGON ((44.4443203 40.1670901, 44.4442771 40.167154, 44.4442212 40.1671817, 44.4441343 40.1672364, 44.4440367 40.1672295, 44.4441708 40.1670311, 44.4443203 40.1670901))",work,Malatia
409860428,"POLYGON ((44.4439906 40.167066, 44.4440763 40.1670836, 44.4441224 40.1670005, 44.44404 40.1669729, 44.4439906 40.167066))",shop,Malatia
412847378,"POLYGON ((44.5242459 40.2056596, 44.5242625 40.2059119, 44.524622 40.205898, 44.5246054 40.2056458, 44.5242459 40.2056596))",church,Arabkir
413711678,"POLYGON ((44.5363228 40.2181653, 44.5363483 40.218124, 44.5364257 40.2179988, 44.5362108 40.2180058, 44.5363228 40.2181653))",shop,Qanaqer zeuytun
413713169,"POLYGON ((44.5412533 40.2094665, 44.5413471 40.2095342, 44.5414179 40.209477, 44.5414383 40.2094605, 44.5413445 40.2093928, 44.5412533 40.2094665))",shop,Qanaqer zeuytun
414770338,"POLYGON ((44.5088947 40.1970836, 44.5089964 40.1970781, 44.5089929 40.1970405, 44.5088912 40.197046, 44.5088947 40.1970836))",sport,Kentron
415424790,"POLYGON ((44.4975809 40.1936778, 44.4977499 40.1935722, 44.4976814 40.1935082, 44.4975425 40.1935949, 44.4975124 40.1936137, 44.4975809 40.1936778))",shop,Arabkir
416076482,"POLYGON ((44.5538393 40.232397, 44.5539202 40.2323628, 44.5538884 40.2323189, 44.5538075 40.2323531, 44.5538393 40.232397))",shop,Qanaqer zeuytun
416537209,"POLYGON ((44.5107812 40.1797379, 44.5104209 40.1794411, 44.5103217 40.1793658, 44.510318 40.1793419, 44.5103143 40.1793179, 44.5108892 40.1789318, 44.5109523 40.1788894, 44.5114237 40.17929, 44.5107812 40.1797379))",cafe,Kentron
416680856,"POLYGON ((44.4571231 40.1651466, 44.4571542 40.1650921, 44.4571977 40.1651066, 44.4571914 40.1651177, 44.4572073 40.165123, 44.4571932 40.1651477, 44.4571742 40.1651413, 44.4571635 40.1651601, 44.4571231 40.1651466))",sport,Malatia
417661807,"POLYGON ((44.4534781 40.1671634, 44.4535398 40.1660586, 44.4543605 40.1661201, 44.4545805 40.1664132, 44.4545634 40.1664051, 44.4538767 40.1672495, 44.4534781 40.1671634))",school,Malatia
419547341,"POLYGON ((44.5365458 40.2175137, 44.5366048 40.2175281, 44.5366155 40.2174728, 44.5365056 40.2174543, 44.5364627 40.2176366, 44.5365163 40.2176387, 44.5365458 40.2175137))",cafe,Qanaqer zeuytun
419547345,"POLYGON ((44.5396529 40.2091028, 44.5395832 40.2091437, 44.5395403 40.2091396, 44.5396154 40.20907, 44.5396529 40.2091028))",shop,Qanaqer zeuytun
420269371,"POLYGON ((44.521924 40.2024783, 44.5219998 40.2024302, 44.5220597 40.2024853, 44.5219839 40.2025334, 44.521924 40.2024783))",shop,Arabkir
420281318,"POLYGON ((44.5230913 40.2029197, 44.5231476 40.2028884, 44.5232062 40.2029498, 44.52315 40.2029811, 44.5230913 40.2029197))",shop,Arabkir
420281320,"POLYGON ((44.5225591 40.2023537, 44.5226103 40.2023242, 44.5225604 40.2022736, 44.5225092 40.2023031, 44.5225591 40.2023537))",shop,Arabkir
420291443,"POLYGON ((44.52095 40.1666116, 44.5210569 40.1666382, 44.5211071 40.1665207, 44.5211513 40.1665317, 44.5211743 40.1664778, 44.5211423 40.1664698, 44.5211717 40.166401, 44.5209912 40.1663559, 44.5209587 40.166432, 44.5210202 40.1664473, 44.52095 40.1666116))",kindergarten,Kentron
420384836,"POLYGON ((44.4839819 40.1927454, 44.4842136 40.1928734, 44.4841563 40.192934, 44.4839245 40.1928059, 44.4839819 40.1927454))",shop,Arabkir
420492992,"POLYGON ((44.5074592 40.2060729, 44.5074886 40.2061352, 44.507604 40.2061035, 44.5075746 40.2060412, 44.5074592 40.2060729))",kindergarten,Arabkir
421423723,"POLYGON ((44.4389248 40.1772482, 44.4389718 40.1774368, 44.4391287 40.1775013, 44.43913 40.1775577, 44.4391997 40.1775853, 44.4393178 40.1777324, 44.4392755 40.1777477, 44.4392849 40.1777626, 44.4393318 40.1777447, 44.4393432 40.1777605, 44.4394874 40.1777027, 44.43936 40.1774173, 44.4390864 40.1771831, 44.4389248 40.1772482))",sport,Malatia
421603721,"POLYGON ((44.5721209 40.2215221, 44.5721647 40.2214453, 44.5724474 40.2215395, 44.5724036 40.2216162, 44.5721209 40.2215221))",shop,Avan
421646293,"POLYGON ((44.4840643 40.1296058, 44.4841896 40.1296862, 44.4846325 40.1292823, 44.4845072 40.1292019, 44.4840643 40.1296058))",work,Shengavit
461690310,"POLYGON ((44.5412887 40.1744753, 44.5414125 40.174488, 44.5414149 40.1744744, 44.541546 40.1744879, 44.5415774 40.1743098, 44.541481 40.1742998, 44.5414672 40.174378, 44.5414326 40.1743745, 44.5414071 40.1743854, 44.5413064 40.1743751, 44.5412887 40.1744753))",building,Norq marash
424577506,"POLYGON ((44.5218913 40.1740348, 44.5219079 40.1740431, 44.5219275 40.174045, 44.5219463 40.1740403, 44.5219538 40.1740348, 44.5219617 40.1740292, 44.5219846 40.1740481, 44.5221414 40.173937, 44.5219835 40.1738067, 44.5219199 40.1738074, 44.5217977 40.1738939, 44.5218078 40.1739023, 44.5217957 40.1739109, 44.521788 40.1739171, 44.5217815 40.1739306, 44.5217833 40.173945, 44.521793 40.1739573, 44.5218088 40.1739652, 44.5218276 40.1739671, 44.5218455 40.1739626, 44.5218523 40.1739576, 44.5218563 40.1739608, 44.5218684 40.1739522, 44.521903 40.1739807, 44.5219003 40.1739821, 44.5218861 40.1739926, 44.5218792 40.1740068, 44.5218811 40.1740218, 44.5218913 40.1740348))",shop,Kentron
424577507,"POLYGON ((44.521712 40.1738092, 44.5217238 40.1738383, 44.5218152 40.1738792, 44.5219181 40.1738068, 44.5219829 40.1738061, 44.5219794 40.1736327, 44.5219533 40.1735897, 44.5217133 40.1735925, 44.521693 40.1736142, 44.5216811 40.173619, 44.5216816 40.1736468, 44.5216965 40.1736576, 44.5216805 40.1736658, 44.5216806 40.173688, 44.5216966 40.1736986, 44.5216766 40.1737132, 44.5216767 40.1737402, 44.5216967 40.1737588, 44.5216969 40.1738094, 44.521712 40.1738092))",shop,Kentron
814039620,"POLYGON ((44.5304543 40.1666432, 44.5306088 40.1665703, 44.5305354 40.1664794, 44.5303809 40.1665524, 44.5304543 40.1666432))",building,Norq marash
461908433,"POLYGON ((44.5411678 40.1910227, 44.5411185 40.1909221, 44.5411956 40.1909, 44.5412449 40.1910007, 44.5411678 40.1910227))",building,Norq marash
461664026,"POLYGON ((44.5457907 40.1799843, 44.5458709 40.1799039, 44.5459864 40.1799712, 44.5459062 40.1800516, 44.5457907 40.1799843))",building,Norq marash
461925276,"POLYGON ((44.5342921 40.1864769, 44.534251 40.1863652, 44.5344498 40.1863225, 44.534491 40.1864342, 44.5342921 40.1864769))",building,Norq marash
461710557,"POLYGON ((44.5449487 40.189128, 44.5451271 40.1892893, 44.5451754 40.1892832, 44.5453094 40.1891967, 44.5453206 40.1892069, 44.5453502 40.1891878, 44.5451443 40.1890017, 44.5449487 40.189128))",building,Norq marash
461925295,"POLYGON ((44.533069 40.1853482, 44.5330677 40.1852985, 44.5331735 40.185297, 44.5331748 40.1853466, 44.533069 40.1853482))",building,Norq marash
461928099,"POLYGON ((44.5317037 40.1845444, 44.5317104 40.1845127, 44.5317472 40.1845173, 44.5317404 40.184549, 44.5317037 40.1845444))",building,Norq marash
461728175,"POLYGON ((44.5473328 40.1902085, 44.5474917 40.1902759, 44.5475388 40.1902111, 44.5473799 40.1901437, 44.5473328 40.1902085))",building,Norq marash
461662025,"POLYGON ((44.54328 40.1800682, 44.5433678 40.1800302, 44.5433534 40.1800108, 44.5434367 40.1799747, 44.5435148 40.1800801, 44.5433984 40.1801305, 44.5433778 40.1801028, 44.5433232 40.1801265, 44.54328 40.1800682))",building,Norq marash
461902123,"POLYGON ((44.5468694 40.1795612, 44.5469189 40.1796233, 44.5469556 40.1796063, 44.5469061 40.1795442, 44.5468694 40.1795612))",building,Norq marash
478297662,"POLYGON ((44.539094 40.1913093, 44.539037 40.19118, 44.5391711 40.1911455, 44.5392282 40.1912748, 44.539094 40.1913093))",building,Norq marash
425259932,"POLYGON ((44.5685022 40.1967379, 44.5685425 40.1966654, 44.5684883 40.1966478, 44.568448 40.1967203, 44.5685022 40.1967379))",work,Nor-norq
425719410,"POLYGON ((44.457412 40.2195386, 44.4574323 40.2195601, 44.4574723 40.2195614, 44.4574729 40.2195569, 44.4574813 40.2195431, 44.4574957 40.2195324, 44.4575145 40.2195263, 44.4575351 40.2195262, 44.4575456 40.2194992, 44.4575246 40.2194769, 44.457412 40.2195386))",sport,Ajapnyak
425719411,"POLYGON ((44.4574758 40.2194155, 44.4575292 40.2194725, 44.4574065 40.2195394, 44.4573229 40.2194501, 44.4573382 40.2194418, 44.4573277 40.2194316, 44.4573193 40.2194101, 44.4573215 40.2193878, 44.4573342 40.2193675, 44.4573555 40.2193522, 44.4573828 40.2193437, 44.4574121 40.2193434, 44.4574397 40.2193512, 44.4574617 40.219366, 44.4574752 40.2193859, 44.4574783 40.2194082, 44.4574758 40.2194155))",sport,Ajapnyak
425719412,"POLYGON ((44.4576061 40.2196652, 44.4576107 40.2196767, 44.4576095 40.2196887, 44.4576027 40.2196996, 44.4575912 40.2197079, 44.4575766 40.2197124, 44.4575608 40.2197126, 44.457546 40.2197084, 44.4575342 40.2197005, 44.4575269 40.2196898, 44.4575252 40.2196778, 44.4575293 40.2196661, 44.4575386 40.2196564, 44.4575402 40.2196556, 44.4575398 40.2196447, 44.4575314 40.2196438, 44.4574922 40.2195995, 44.4574779 40.2195866, 44.4574722 40.2195722, 44.4574737 40.2195571, 44.4574822 40.2195435, 44.4574967 40.2195331, 44.457515 40.2195275, 44.4575348 40.2195272, 44.4575533 40.2195325, 44.4575682 40.2195425, 44.4576163 40.2195969, 44.4576165 40.2196178, 44.4575927 40.2196397, 44.4575959 40.2196555, 44.4575964 40.2196557, 44.4576061 40.2196652))",sport,Ajapnyak
426741754,"POLYGON ((44.4714807 40.2109533, 44.4716252 40.2110067, 44.4717571 40.2109574, 44.4717756 40.2109248, 44.4718954 40.2109245, 44.4719286 40.210872, 44.4717568 40.2108085, 44.4717432 40.21083, 44.4715938 40.2107748, 44.4714807 40.2109533))",work,Ajapnyak
429076469,"POLYGON ((44.5094968 40.1644359, 44.5095478 40.1644921, 44.5094593 40.1645389, 44.5096753 40.1647771, 44.5096287 40.1648018, 44.5094114 40.1645622, 44.5093738 40.1645821, 44.5093275 40.164531, 44.5093642 40.1645115, 44.50927 40.1644075, 44.5093489 40.1643657, 44.5094399 40.1644661, 44.5094968 40.1644359))",work,Kentron
429423859,"POLYGON ((44.4862318 40.1527973, 44.4865334 40.15303, 44.4870737 40.152621, 44.4867721 40.1523882, 44.4862318 40.1527973))",hospital,Shengavit
430010200,"POLYGON ((44.5132635 40.1459053, 44.5132521 40.1457492, 44.5135418 40.1457369, 44.5135208 40.1454495, 44.5132466 40.1454612, 44.5132514 40.1455274, 44.5130932 40.1455342, 44.5130847 40.1454168, 44.5132 40.1454119, 44.5131915 40.1452961, 44.5133754 40.1452883, 44.5133822 40.1453817, 44.5135189 40.1453759, 44.5135134 40.1453011, 44.51367 40.1452944, 44.5136857 40.1455106, 44.5138055 40.1455055, 44.5138149 40.1456345, 44.5137143 40.1456388, 44.5137305 40.1458599, 44.5135827 40.1458662, 44.5135759 40.145773, 44.513421 40.1457796, 44.5134296 40.1458982, 44.5132635 40.1459053))",kindergarten,Erebuni
430091918,"POLYGON ((44.51916 40.1884664, 44.5194363 40.1883721, 44.5193835 40.1882817, 44.5191072 40.188376, 44.51916 40.1884664))",cafe,Kentron
430414883,"POLYGON ((44.5100055 40.1784558, 44.5100562 40.1784936, 44.5100977 40.1784611, 44.5100469 40.1784233, 44.5100055 40.1784558))",shop,Kentron
434879717,"POLYGON ((44.5612795 40.2172716, 44.5613177 40.2170932, 44.5615584 40.2171232, 44.5615203 40.2173016, 44.5612795 40.2172716))",shop,Avan
439654036,"POLYGON ((44.5634389 40.1867784, 44.5635577 40.1869057, 44.5636551 40.1868526, 44.5635362 40.1867253, 44.5634389 40.1867784))",shop,Nor-norq
440340088,"POLYGON ((44.4742256 40.2047003, 44.4750592 40.204859, 44.4750686 40.204809, 44.4751246 40.2048108, 44.4751332 40.2042898, 44.4742895 40.204264, 44.4742256 40.2047003))",shop,Ajapnyak
440342373,"POLYGON ((44.4770265 40.2048942, 44.4771746 40.2048932, 44.4771734 40.2047881, 44.4770252 40.2047892, 44.4770265 40.2048942))",shop,Ajapnyak
440342375,"POLYGON ((44.4767583 40.2042576, 44.4768824 40.2042616, 44.4768763 40.2043722, 44.4767522 40.2043682, 44.4767583 40.2042576))",shop,Ajapnyak
441442944,"POLYGON ((44.4978502 40.172159, 44.4981587 40.1718835, 44.4980399 40.1718058, 44.4977314 40.1720813, 44.4978502 40.172159))",school,Kentron
382349296,"POLYGON ((44.5333299 40.1864684, 44.5333426 40.186374, 44.5335951 40.1863938, 44.5335824 40.1864882, 44.5333299 40.1864684))",building,Norq marash
477237139,"POLYGON ((44.5410697 40.1733858, 44.5410894 40.1732268, 44.5412045 40.1732351, 44.5411848 40.1733941, 44.5410697 40.1733858))",building,Norq marash
461723263,"POLYGON ((44.5477412 40.183742, 44.5477744 40.1837857, 44.5477713 40.18381, 44.5477904 40.1838198, 44.5478149 40.1838519, 44.5479543 40.18379, 44.5478731 40.1836834, 44.5477412 40.183742))",building,Norq marash
461928104,"POLYGON ((44.5321397 40.1838972, 44.5321758 40.1839339, 44.5322116 40.1839134, 44.5321754 40.1838767, 44.5321397 40.1838972))",building,Norq marash
478115925,"POLYGON ((44.5459018 40.1835864, 44.5460362 40.1835263, 44.5460858 40.183591, 44.5459514 40.1836511, 44.5459018 40.1835864))",building,Norq marash
461928086,"POLYGON ((44.5359907 40.1857267, 44.5359468 40.185657, 44.5360519 40.1856183, 44.5360959 40.1856881, 44.5359907 40.1857267))",building,Norq marash
461685890,"POLYGON ((44.5419093 40.1731716, 44.5419278 40.1730726, 44.5421723 40.1730993, 44.5421538 40.1731983, 44.5419093 40.1731716))",building,Norq marash
478274665,"POLYGON ((44.5425001 40.1891343, 44.5424896 40.1891036, 44.5426387 40.1890737, 44.5426165 40.189009, 44.5428391 40.1890664, 44.5425001 40.1891343))",building,Norq marash
461723267,"POLYGON ((44.5478094 40.1833522, 44.54788 40.183445, 44.5480032 40.1833903, 44.5479325 40.1832975, 44.5478094 40.1833522))",building,Norq marash
791861779,"POLYGON ((44.5451298 40.1947093, 44.5451542 40.1945976, 44.5450967 40.1945903, 44.5450906 40.1946184, 44.5450214 40.1946096, 44.5450089 40.1946668, 44.5448395 40.1946452, 44.5448575 40.1945627, 44.5449075 40.194569, 44.5449284 40.1944731, 44.5450919 40.1944939, 44.5450821 40.1945386, 44.5453257 40.1945697, 44.5452907 40.1947299, 44.5451298 40.1947093))",building,Norq marash
442909609,"POLYGON ((44.5312397 40.1917181, 44.5314363 40.1918549, 44.5315776 40.1917326, 44.5313837 40.1916019, 44.5312397 40.1917181))",work,Kentron
461723276,"POLYGON ((44.5488431 40.184728, 44.548967 40.1846717, 44.5490599 40.1847911, 44.548936 40.1848473, 44.5488431 40.184728))",building,Norq marash
461662692,"POLYGON ((44.5454883 40.1805715, 44.5455895 40.1804709, 44.54572 40.1805477, 44.5456188 40.1806482, 44.5454883 40.1805715))",building,Norq marash
478270008,"POLYGON ((44.539863 40.1901381, 44.5399155 40.1901892, 44.5400117 40.1901314, 44.5399592 40.1900804, 44.539863 40.1901381))",building,Norq marash
478331088,"POLYGON ((44.5336172 40.1863125, 44.5336114 40.1862336, 44.5337922 40.1862259, 44.5338065 40.1864221, 44.5337383 40.186425, 44.5337354 40.1863847, 44.5336764 40.1863872, 44.5336738 40.1863505, 44.53373 40.1863481, 44.5337271 40.1863078, 44.5336172 40.1863125))",building,Norq marash
461600879,"POLYGON ((44.5444608 40.1828977, 44.5445985 40.1828393, 44.5445247 40.1827376, 44.544387 40.182796, 44.5444608 40.1828977))",building,Norq marash
461615004,"POLYGON ((44.5410096 40.1796961, 44.5411163 40.1796467, 44.5409776 40.1794718, 44.5408709 40.1795212, 44.5410096 40.1796961))",building,Norq marash
461697116,"POLYGON ((44.5434612 40.1734698, 44.5434781 40.1733492, 44.5436013 40.1733593, 44.5435844 40.1734799, 44.5434612 40.1734698))",building,Norq marash
461692030,"POLYGON ((44.5408998 40.1726443, 44.5409269 40.1724715, 44.5410443 40.1724823, 44.5410172 40.1726551, 44.5408998 40.1726443))",building,Norq marash
461727453,"POLYGON ((44.5491638 40.1876121, 44.5492875 40.1877136, 44.5494275 40.187614, 44.5493038 40.1875125, 44.5491638 40.1876121))",building,Norq marash
461608841,"POLYGON ((44.5434777 40.1814014, 44.543559 40.1813375, 44.5435226 40.1813105, 44.5434413 40.1813744, 44.5434777 40.1814014))",building,Norq marash
462351139,"POLYGON ((44.5321841 40.1874359, 44.5322136 40.1874233, 44.5322266 40.187441, 44.5322974 40.1874106, 44.5322871 40.1873966, 44.5323175 40.1873836, 44.5322888 40.1873446, 44.5322648 40.187355, 44.5322503 40.1873353, 44.5321792 40.1873658, 44.5321901 40.1873806, 44.5321546 40.1873958, 44.5321841 40.1874359))",building,Norq marash
461699012,"POLYGON ((44.5397933 40.1706641, 44.5398215 40.1706207, 44.5398597 40.1706351, 44.539874 40.1706131, 44.5399074 40.1706257, 44.539865 40.1706912, 44.5397933 40.1706641))",building,Norq marash
477916741,"POLYGON ((44.5387429 40.174204, 44.5387555 40.1741664, 44.5386788 40.1741513, 44.5387066 40.1740686, 44.5388704 40.1741007, 44.53883 40.174221, 44.5387429 40.174204))",building,Norq marash
33837642,"POLYGON ((44.5369872 40.1699086, 44.5371994 40.1698436, 44.5370533 40.1695651, 44.5368411 40.1696301, 44.5369872 40.1699086))",building,Norq marash
461918329,"POLYGON ((44.534041 40.1919057, 44.5340041 40.1918281, 44.5341126 40.191798, 44.5341495 40.1918756, 44.534041 40.1919057))",building,Norq marash
461918331,"POLYGON ((44.534222 40.191893, 44.5343211 40.1919032, 44.5343316 40.1918437, 44.5342325 40.1918335, 44.534222 40.191893))",building,Norq marash
461669514,"POLYGON ((44.5404751 40.1761973, 44.5405771 40.1761647, 44.54052 40.1760604, 44.540418 40.176093, 44.5404751 40.1761973))",building,Norq marash
461913048,"POLYGON ((44.5407204 40.189315, 44.5411424 40.1891994, 44.5410932 40.1890947, 44.5406712 40.1892103, 44.5407204 40.189315))",building,Norq marash
461740439,"POLYGON ((44.5379965 40.1881434, 44.5378606 40.1879997, 44.5379796 40.187934, 44.5381155 40.1880777, 44.5379965 40.1881434))",building,Norq marash
443317152,"POLYGON ((44.4213295 40.1847945, 44.420683 40.184481, 44.4205937 40.1845885, 44.4212402 40.184902, 44.4213295 40.1847945))",school,Malatia
443391273,"POLYGON ((44.4219343 40.1837969, 44.4219221 40.1836933, 44.4222012 40.1836742, 44.4221762 40.183461, 44.4220261 40.1834713, 44.4220295 40.1835004, 44.4219194 40.1835079, 44.4219075 40.1834063, 44.422303 40.1833792, 44.4223486 40.1837686, 44.4219343 40.1837969))",work,Malatia
443391284,"POLYGON ((44.4261603 40.1872951, 44.4260076 40.1872203, 44.425651 40.1876451, 44.4259094 40.1877717, 44.4261031 40.1875409, 44.4259974 40.1874891, 44.4261603 40.1872951))",work,Malatia
443478741,"POLYGON ((44.5008347 40.1938908, 44.5009024 40.1938814, 44.500981 40.1938802, 44.5009764 40.1938473, 44.5008932 40.193852, 44.5008193 40.1938708, 44.5008347 40.1938908))",shop,Arabkir
443803345,"POLYGON ((44.4899684 40.2149433, 44.4900489 40.2150021, 44.4900435 40.2150064, 44.4901165 40.2150597, 44.4901804 40.2150087, 44.4901186 40.2149637, 44.4901301 40.2149545, 44.4900383 40.2148875, 44.4899684 40.2149433))",shop,Davitashen
443806063,"POLYGON ((44.493644 40.2200498, 44.4937445 40.2201239, 44.4939988 40.2199229, 44.4938983 40.2198488, 44.493644 40.2200498))",work,Davitashen
444856976,"POLYGON ((44.5663156 40.2098136, 44.5665422 40.20991, 44.5665647 40.2098791, 44.5666234 40.2099041, 44.5666711 40.2098388, 44.5665314 40.2097793, 44.5667374 40.209497, 44.5668184 40.2095315, 44.5668949 40.2094266, 44.5666683 40.2093302, 44.5665921 40.2094348, 44.5666754 40.2094702, 44.5666135 40.209555, 44.5664812 40.2094987, 44.5664013 40.2096082, 44.5665336 40.2096645, 44.5664706 40.2097509, 44.5663181 40.209686, 44.5662732 40.2097474, 44.5663424 40.2097769, 44.5663156 40.2098136))",kindergarten,Avan
444859303,"POLYGON ((44.5572598 40.2038024, 44.5572632 40.2038076, 44.5572652 40.2038158, 44.5572652 40.203825, 44.5572585 40.2038342, 44.5572511 40.2038388, 44.5572426 40.2038456, 44.557225 40.2038405, 44.5571978 40.2038392, 44.5571713 40.2038441, 44.5571479 40.2038547, 44.5571296 40.2038701, 44.5571181 40.203889, 44.5571144 40.2039096, 44.5571188 40.2039302, 44.5571309 40.2039488, 44.5571497 40.2039639, 44.5571735 40.2039741, 44.5572001 40.2039785, 44.5572273 40.2039766, 44.5572525 40.2039688, 44.5572719 40.2039567, 44.5572786 40.2039632, 44.55729 40.2039709, 44.5573061 40.2039781, 44.5573269 40.2039817, 44.5573463 40.2039832, 44.5573651 40.2039827, 44.5573912 40.2039812, 44.5574134 40.2039786, 44.5574295 40.2039745, 44.5574549 40.2039668, 44.5574677 40.2039607, 44.557471 40.2039545, 44.5574469 40.2039253, 44.5574375 40.2039115, 44.5574355 40.2039028, 44.5574402 40.203891, 44.5574496 40.2038869, 44.5574643 40.2038844, 44.5574784 40.2038849, 44.5574945 40.2038895, 44.5575079 40.2038915, 44.5575247 40.203891, 44.5575414 40.2038905, 44.5575549 40.203888, 44.5575676 40.2038818, 44.5576957 40.2037835, 44.5577084 40.2037676, 44.5577084 40.2037446, 44.557585 40.2036882, 44.5575595 40.2036918, 44.5575374 40.2036934, 44.557516 40.2036908, 44.5575046 40.2036867, 44.5574985 40.203678, 44.5574992 40.2036698, 44.5574985 40.2036519, 44.5574509 40.2036324, 44.5574221 40.2036606, 44.5572779 40.2035433, 44.5571036 40.203658, 44.5572598 40.2038024))",sport,Nor-norq
444864898,"POLYGON ((44.557697 40.2039243, 44.5576635 40.2039883, 44.557691 40.2040104, 44.5577074 40.2040247, 44.5577289 40.2040355, 44.5577557 40.2040426, 44.5577765 40.2040452, 44.5578579 40.2040508, 44.5578812 40.2040277, 44.5578713 40.204022, 44.5578987 40.2039944, 44.5579086 40.2040001, 44.557933 40.2039755, 44.5578529 40.2039182, 44.5578713 40.2039032, 44.5578254 40.2038704, 44.557807 40.2038854, 44.5577325 40.2038327, 44.5576896 40.203869, 44.557697 40.2039243))",sport,Nor-norq
444864899,"POLYGON ((44.5575575 40.2042991, 44.5575542 40.2042873, 44.5575488 40.2042771, 44.5575367 40.2042637, 44.5575602 40.2042376, 44.557577 40.2042412, 44.5575931 40.2042484, 44.5576085 40.2042561, 44.5576165 40.2042643, 44.5576286 40.2042812, 44.5576346 40.2042909, 44.5576467 40.2042909, 44.5576675 40.2042899, 44.5576769 40.2042924, 44.5576916 40.2043022, 44.5577097 40.2043165, 44.5576514 40.2043738, 44.5576353 40.2043662, 44.5576266 40.2043631, 44.5576051 40.2043616, 44.5576011 40.2043503, 44.5575971 40.2043365, 44.5575911 40.2043257, 44.5575837 40.204316, 44.5575743 40.2043078, 44.5575575 40.2042991))",sport,Nor-norq
