osmid,geometry,type,district
4396153589,POINT (44.579831 40.2165249),shop,Avan
4396686794,POINT (44.5100461 40.2085721),kindergarten,Arabkir
4396693697,POINT (44.5161585 40.2068614),cafe,Arabkir
4396925822,POINT (44.5001666 40.1937698),shop,Arabkir
4397627499,POINT (44.5735447 40.186993),shop,Nor-norq
4397629290,POINT (44.5725079 40.1891554),shop,Nor-norq
4399321799,POINT (44.4899599 40.1963382),work,Arabkir
4399321800,POINT (44.499743 40.2019217),shop,Arabkir
4399712694,POINT (44.5222785 40.2056858),shop,Arabkir
4399805098,POINT (44.5085919 40.1813786),shop,Kentron
4399826090,POINT (44.5029638 40.1766765),work,Kentron
4400697090,POINT (44.5000816 40.1922397),work,Arabkir
4401405791,POINT (44.4433421 40.1825319),hospital,Malatia
4401870279,POINT (44.5185601 40.1773636),cafe,Kentron
4402250387,POINT (44.5643241 40.1766228),shop,Nor-norq
4402371299,POINT (44.4620918 40.2040413),shop,Ajapnyak
4403228890,POINT (44.4450976 40.1803495),shop,Malatia
4403228891,POINT (44.4444548 40.180827),shop,Malatia
4404819297,POINT (44.5139212 40.1742831),shop,Kentron
4405396489,POINT (44.5057108 40.180854),shop,Kentron
4407689945,POINT (44.4997202 40.1506915),school,Shengavit
4407717989,POINT (44.4908412 40.1968312),shop,Arabkir
173303006,"POLYGON ((44.5092275 40.1854534, 44.5093365 40.1855462, 44.5094373 40.1854771, 44.5093282 40.1853844, 44.5092275 40.1854534))",cafe,Kentron
4409764430,POINT (44.4252241 40.1863718),shop,Malatia
4411411953,POINT (44.507587 40.1860894),cafe,Kentron
4412769491,POINT (44.4874433 40.1477735),shop,Shengavit
4412901890,POINT (44.5029638 40.1766304),work,Kentron
4412945694,POINT (44.4975809 40.1936611),work,Arabkir
4416447995,POINT (44.5240983 40.185189),cafe,Kentron
4417399816,POINT (44.4931064 40.2213219),shop,Davitashen
4417419305,POINT (44.4878815 40.2122093),cafe,Davitashen
839865078,"POLYGON ((44.4844156 40.1482293, 44.4844799 40.1483134, 44.4846006 40.1482416, 44.4845631 40.148176, 44.4844156 40.1482293))",cafe,Shengavit
4419424495,POINT (44.5427323 40.2207591),shop,Qanaqer zeuytun
4419432197,POINT (44.5462959 40.2245518),shop,Qanaqer zeuytun
4419495795,POINT (44.5290653 40.2093088),shop,Arabkir
4420201390,POINT (44.4729285 40.2108906),shop,Ajapnyak
4420564732,POINT (44.5140484 40.1453803),shop,Erebuni
4420626879,POINT (44.5064232 40.1801775),shop,Kentron
4420654475,POINT (44.5943899 40.1890279),work,Nor-norq
4421622689,POINT (44.5662291 40.1800326),shop,Nor-norq
4421622889,POINT (44.4623064 40.206597),shop,Ajapnyak
4422281297,POINT (44.4975106 40.2041091),shop,Arabkir
4422358090,POINT (44.5130358 40.1723023),shop,Kentron
4423211602,POINT (44.5654557 40.210364),shop,Avan
4423389341,POINT (44.4765762 40.2053982),shop,Ajapnyak
4423391685,POINT (44.4759702 40.2052838),shop,Ajapnyak
4423392997,POINT (44.4760797 40.2050717),shop,Ajapnyak
4423395200,POINT (44.4763755 40.2051315),shop,Ajapnyak
4423395932,POINT (44.4761382 40.20531),shop,Ajapnyak
4423396625,POINT (44.4761808 40.2050895),shop,Ajapnyak
4423396626,POINT (44.4756985 40.2055405),hospital,Ajapnyak
4423400273,POINT (44.4770941 40.2054425),shop,Ajapnyak
4423401775,POINT (44.4766887 40.2054098),shop,Ajapnyak
4423450888,POINT (44.5098893 40.2043895),shop,Arabkir
4423505693,POINT (44.5792562 40.2159311),shop,Avan
4424826589,POINT (44.4337784 40.159833),shop,Malatia
4425578689,POINT (44.4996713 40.1550442),cafe,Shengavit
4426060791,POINT (44.5626926 40.221865),shop,Avan
4426113293,POINT (44.5138975 40.1629963),cafe,Kentron
4427269593,POINT (44.5443917 40.2088331),shop,Qanaqer zeuytun
4427704071,POINT (44.5214016 40.1813477),shop,Kentron
4427707189,POINT (44.5222805 40.2057521),shop,Arabkir
4427709496,POINT (44.4947608 40.1970237),shop,Arabkir
4427742472,POINT (44.5224207 40.1832267),cafe,Kentron
4427742473,POINT (44.5225142 40.1832907),cafe,Kentron
4427748273,POINT (44.4997083 40.1552145),shop,Shengavit
4427795300,POINT (44.5142478 40.1652812),shop,Kentron
4427886578,POINT (44.5129245 40.1858181),shop,Kentron
4427887749,POINT (44.4735665 40.1948415),shop,Ajapnyak
4427891157,POINT (44.4737474 40.1952489),shop,Ajapnyak
4427891215,POINT (44.4737688 40.195464),shop,Ajapnyak
4428436192,POINT (44.5203242 40.1768647),cafe,Kentron
4428829318,POINT (44.513983 40.1889384),shop,Kentron
4430568284,POINT (44.5104652 40.1840917),work,Kentron
4432080208,POINT (44.5307488 40.2032069),shop,Qanaqer zeuytun
4432840281,POINT (44.5037579 40.1779946),work,Kentron
4433882289,POINT (44.5644769 40.1860695),shop,Nor-norq
4434385747,POINT (44.5161679 40.1822045),cafe,Kentron
4434386841,POINT (44.515411 40.1819989),cafe,Kentron
4438706293,POINT (44.542347 40.2204914),shop,Qanaqer zeuytun
4443453490,POINT (44.5104361 40.1435942),shop,Erebuni
4443488190,POINT (44.5142617 40.1425898),shop,Erebuni
4444217489,POINT (44.509913 40.1483412),shop,Erebuni
4449633400,POINT (44.4409286 40.1785289),shop,Malatia
4450255201,POINT (44.5681123 40.2058471),shop,Nor-norq
4450813897,POINT (44.5214343 40.1666421),church,Kentron
4451841593,POINT (44.5332987 40.1512436),sport,Erebuni
4454598091,POINT (44.5157728 40.1892352),cafe,Kentron
4454659089,POINT (44.508859 40.1666687),work,Kentron
4454678691,POINT (44.5028407 40.1776236),cafe,Kentron
4455282591,POINT (44.4838671 40.1318882),shop,Shengavit
4456411890,POINT (44.5230243 40.2019676),shop,Qanaqer zeuytun
4456735896,POINT (44.5118521 40.1653258),shop,Kentron
4457766090,POINT (44.5010338 40.2057151),shop,Arabkir
4457766091,POINT (44.5011012 40.205487),shop,Arabkir
4457774795,POINT (44.5008371 40.2059995),shop,Arabkir
4457814290,POINT (44.475227 40.2145035),shop,Davitashen
4457814389,POINT (44.4845475 40.2154105),shop,Davitashen
4458231890,POINT (44.4746097 40.2159557),shop,Davitashen
4458231891,POINT (44.4821234 40.2151859),shop,Davitashen
4458850795,POINT (44.5039576 40.1936533),cafe,Kentron
4458850797,POINT (44.5277357 40.1910323),shop,Kentron
4458885294,POINT (44.5223056 40.1897296),shop,Kentron
4459533849,POINT (44.56609 40.2106918),shop,Avan
4459566791,POINT (44.508951 40.1779445),cafe,Kentron
4460422693,POINT (44.5183967 40.1859132),shop,Kentron
4460817332,POINT (44.5663346 40.2107597),shop,Avan
4460817333,POINT (44.5666681 40.2109024),shop,Avan
4462175693,POINT (44.5087173 40.2072261),hospital,Arabkir
4462177790,POINT (44.5011602 40.2013398),work,Arabkir
4462353790,POINT (44.5233365 40.189009),shop,Kentron
4463623005,POINT (44.510702 40.1839124),shop,Kentron
4464807590,POINT (44.519214 40.181415),cafe,Kentron
4464814301,POINT (44.5123467 40.2046205),shop,Arabkir
4464851169,POINT (44.504929 40.1789129),shop,Kentron
537461715,"POLYGON ((44.5005559 40.1782639, 44.500666 40.1781599, 44.5008543 40.1782763, 44.5011073 40.1780375, 44.5010492 40.1780016, 44.5008401 40.1781989, 44.5006809 40.1781005, 44.5008892 40.177904, 44.5007828 40.1778385, 44.5004638 40.1781395, 44.5004459 40.1781284, 44.5004028 40.1781691, 44.5005559 40.1782639))",cafe,Kentron
4464934397,POINT (44.5015499 40.1558939),work,Shengavit
4468632190,POINT (44.4355441 40.1715731),shop,Malatia
4471498407,POINT (44.5779503 40.2174894),cafe,Avan
4471859591,POINT (44.5615979 40.1795745),shop,Nor-norq
4475190890,POINT (44.5140988 40.1888296),shop,Kentron
4479558990,POINT (44.4843564 40.1928865),shop,Arabkir
4483456192,POINT (44.5181863 40.1820603),school,Kentron
4487756390,POINT (44.5123622 40.2043904),shop,Arabkir
4489229489,POINT (44.5158656 40.1902926),hospital,Kentron
4490645034,POINT (44.5160506 40.1768769),cafe,Kentron
4499946995,POINT (44.5090927 40.1787468),shop,Kentron
4499946996,POINT (44.5185122 40.1778929),shop,Kentron
4499947994,POINT (44.4968774 40.1986797),shop,Arabkir
4499950695,POINT (44.5724058 40.2237615),shop,Avan
4500763357,POINT (44.55849 40.1900576),shop,Nor-norq
4500810214,POINT (44.5561483 40.1888954),university,Nor-norq
4500815989,POINT (44.5584684 40.1896213),shop,Nor-norq
4500827993,POINT (44.5598168 40.1886574),school,Nor-norq
4502738194,POINT (44.51256 40.2098155),shop,Arabkir
4502738195,POINT (44.5110134 40.208764),shop,Arabkir
4503813092,POINT (44.5096227 40.1805176),cafe,Kentron
4506232379,POINT (44.559892 40.1996179),shop,Nor-norq
4506895290,POINT (44.5126896 40.1864737),cafe,Kentron
4507029789,POINT (44.5215807 40.1455197),hospital,Erebuni
4507889589,POINT (44.5125153 40.1621785),cafe,Erebuni
4508436593,POINT (44.5144349 40.1600137),shop,Erebuni
4508756947,POINT (44.5114605 40.1761874),cafe,Kentron
4509280624,POINT (44.5653376 40.1730197),shop,Nor-norq
4510308789,POINT (44.5157727 40.1859255),cafe,Kentron
4510770990,POINT (44.5042227 40.1784326),shop,Kentron
4511695591,POINT (44.4674517 40.1741615),shop,Malatia
4512678871,POINT (44.5626913 40.2154366),shop,Avan
4512678872,POINT (44.5627007 40.2153874),shop,Avan
4512678873,POINT (44.5627194 40.2155902),cafe,Avan
4513203450,POINT (44.5813373 40.2171002),work,Avan
4513846991,POINT (44.4941032 40.1964436),cafe,Arabkir
4513982489,POINT (44.5918752 40.188443),shop,Nor-norq
4514248889,POINT (44.539525 40.2073009),shop,Qanaqer zeuytun
4514832914,POINT (44.5912485 40.1894734),shop,Nor-norq
4514832964,POINT (44.5913385 40.1894562),shop,Nor-norq
4515157091,POINT (44.5158497 40.1813471),cafe,Kentron
4515518290,POINT (44.5610114 40.1766705),hospital,Nor-norq
4515628785,POINT (44.5134983 40.1793056),cafe,Kentron
4517775190,POINT (44.564001 40.1720766),shop,Nor-norq
4518524817,POINT (44.579466 40.216269),shop,Avan
4518611676,POINT (44.5791954 40.215889),shop,Avan
4518611678,POINT (44.579466 40.216269),shop,Avan
4518652689,POINT (44.5229836 40.1813747),work,Kentron
4519721591,POINT (44.5115959 40.2095631),shop,Arabkir
4520281789,POINT (44.5624963 40.1705418),shop,Nor-norq
4520284989,POINT (44.5631805 40.1730813),shop,Nor-norq
4521666248,POINT (44.4829835 40.1507297),shop,Shengavit
4523196623,POINT (44.5131687 40.1733682),shop,Kentron
4523196624,POINT (44.5133953 40.1734604),shop,Kentron
31853951,"POLYGON ((44.5105488 40.1787946, 44.5103763 40.1789164, 44.510129 40.1790864, 44.5101057 40.1790667, 44.510076 40.1790871, 44.5100545 40.1790875, 44.5100329 40.1790878, 44.5100047 40.1790639, 44.5099833 40.1790786, 44.5097596 40.178903, 44.509877 40.1788092, 44.5100639 40.1789507, 44.5104404 40.1786991, 44.5105488 40.1787946))",cafe,Kentron
4524425589,POINT (44.4774403 40.2050628),shop,Ajapnyak
4525895604,POINT (44.4966125 40.1508017),shop,Shengavit
4525896095,POINT (44.4978026 40.1506244),shop,Shengavit
459191790,"POLYGON ((44.472489 40.1194594, 44.4725826 40.1194501, 44.4725666 40.1193548, 44.4724729 40.119364, 44.472489 40.1194594))",cafe,Shengavit
4526157210,POINT (44.4972915 40.1483378),shop,Shengavit
4526157211,POINT (44.4951646 40.1453943),shop,Shengavit
4526157212,POINT (44.4934472 40.1462624),shop,Shengavit
4526157213,POINT (44.4928069 40.1443897),shop,Shengavit
4526168900,POINT (44.4920522 40.1481676),shop,Shengavit
4526168901,POINT (44.4858825 40.1330359),shop,Shengavit
4526168902,POINT (44.4863126 40.1405667),shop,Shengavit
4526168903,POINT (44.4841572 40.1446531),shop,Shengavit
4526168905,POINT (44.4846237 40.1453302),shop,Shengavit
4526168906,POINT (44.4817729 40.1425025),shop,Shengavit
4526169607,POINT (44.4898419 40.1460062),shop,Shengavit
4526169608,POINT (44.4840117 40.1349675),shop,Shengavit
4526169609,POINT (44.4842719 40.1423697),shop,Shengavit
4526169610,POINT (44.4865603 40.1437952),shop,Shengavit
4526169611,POINT (44.4843427 40.1453069),shop,Shengavit
4526169612,POINT (44.4818986 40.1443695),shop,Shengavit
4526169895,POINT (44.4918715 40.1482895),shop,Shengavit
4526169896,POINT (44.4880877 40.1435306),shop,Shengavit
4526169897,POINT (44.485203 40.1452336),shop,Shengavit
4526169898,POINT (44.485822 40.1463185),shop,Shengavit
4526169899,POINT (44.4814759 40.1436619),shop,Shengavit
4526170310,POINT (44.4972519 40.1480136),shop,Shengavit
4526170311,POINT (44.4953989 40.148145),shop,Shengavit
4526170313,POINT (44.4819696 40.1391464),shop,Shengavit
4526170314,POINT (44.4809959 40.1389271),shop,Shengavit
4526170315,POINT (44.4862647 40.1420205),shop,Shengavit
4526170316,POINT (44.4842409 40.1422013),shop,Shengavit
4526170317,POINT (44.4846678 40.1450249),shop,Shengavit
4526170318,POINT (44.4861499 40.1467898),shop,Shengavit
4526170319,POINT (44.4873717 40.1477214),shop,Shengavit
4526171003,POINT (44.4972707 40.1481443),shop,Shengavit
4526171004,POINT (44.4970141 40.1465647),shop,Shengavit
4526171005,POINT (44.483662 40.1379537),shop,Shengavit
4526171006,POINT (44.4815607 40.1429313),shop,Shengavit
4526199590,POINT (44.4807 40.1489066),shop,Shengavit
4526199594,POINT (44.4813353 40.1505558),shop,Shengavit
4526208990,POINT (44.4939008 40.1507621),shop,Shengavit
4526208992,POINT (44.4833249 40.1512977),shop,Shengavit
4526209792,POINT (44.483597 40.15098),shop,Shengavit
4526211290,POINT (44.4834973 40.138838),shop,Shengavit
4526211292,POINT (44.4843739 40.1441272),shop,Shengavit
4526211293,POINT (44.4855645 40.1463463),shop,Shengavit
4526211296,POINT (44.4831391 40.1514123),shop,Shengavit
4526212392,POINT (44.4834546 40.151208),shop,Shengavit
4526212493,POINT (44.4955397 40.1492188),shop,Shengavit
4526212494,POINT (44.4880246 40.1430393),shop,Shengavit
4526212495,POINT (44.4873788 40.1340299),shop,Shengavit
4526212496,POINT (44.4844419 40.1447024),shop,Shengavit
4526212497,POINT (44.4863141 40.1446028),shop,Shengavit
4526220092,POINT (44.4780101 40.1509319),shop,Shengavit
4526221789,POINT (44.4808752 40.1406208),shop,Shengavit
4526228494,POINT (44.4777795 40.1508677),shop,Shengavit
4526228495,POINT (44.4775516 40.1508121),shop,Shengavit
4526253698,POINT (44.4803753 40.1512431),shop,Shengavit
4526253700,POINT (44.4842626 40.1512259),shop,Shengavit
4526259892,POINT (44.491601 40.1514498),shop,Shengavit
4526260689,POINT (44.4800649 40.1499276),shop,Shengavit
4526260690,POINT (44.4832957 40.1520393),shop,Shengavit
464093528,"POLYGON ((44.4452391 40.1324071, 44.4453255 40.1324597, 44.4454114 40.132377, 44.445325 40.1323245, 44.4452391 40.1324071))",cafe,Shengavit
4526260989,POINT (44.4828601 40.1503952),shop,Shengavit
4526261189,POINT (44.4838799 40.1516328),shop,Shengavit
4526261491,POINT (44.4909719 40.1514021),shop,Shengavit
4526283389,POINT (44.4830036 40.1515284),shop,Shengavit
4526296890,POINT (44.4852307 40.150917),shop,Shengavit
4526296891,POINT (44.4898453 40.151632),shop,Shengavit
121835147,"POLYGON ((44.4438893 40.1370618, 44.4442699 40.1372882, 44.4444195 40.1371411, 44.4440389 40.1369148, 44.4438893 40.1370618))",cafe,Shengavit
4526306489,POINT (44.4870958 40.1510798),shop,Shengavit
4526306590,POINT (44.4931571 40.1515768),shop,Shengavit
4526306689,POINT (44.4892728 40.1512673),shop,Shengavit
4526378190,POINT (44.4837228 40.1556861),shop,Shengavit
4526378191,POINT (44.4817118 40.1538082),shop,Shengavit
4526378192,POINT (44.4746026 40.1518467),shop,Shengavit
4526391390,POINT (44.4862361 40.1531469),shop,Shengavit
4526391391,POINT (44.4744076 40.1517961),shop,Shengavit
4526391392,POINT (44.4908832 40.1535479),shop,Shengavit
4526391490,POINT (44.4927596 40.1565413),shop,Shengavit
4526405023,POINT (44.4717477 40.1099372),shop,Shengavit
4526410190,POINT (44.4945002 40.1537163),shop,Shengavit
4526410191,POINT (44.4890945 40.1546982),shop,Shengavit
4526415589,POINT (44.4999622 40.1519058),shop,Shengavit
4526415590,POINT (44.4779402 40.1535487),shop,Shengavit
4526415890,POINT (44.4960389 40.153566),shop,Shengavit
4526415891,POINT (44.4894294 40.1550276),shop,Shengavit
4526415893,POINT (44.4869024 40.1534068),shop,Shengavit
4526415894,POINT (44.4830236 40.1525094),shop,Shengavit
4526415895,POINT (44.4823966 40.1543013),shop,Shengavit
4526416089,POINT (44.4974515 40.1522834),shop,Shengavit
4526416289,POINT (44.4934165 40.1539425),shop,Shengavit
4526416290,POINT (44.4745258 40.1518981),shop,Shengavit
4526416389,POINT (44.489695 40.1542031),shop,Shengavit
4526416390,POINT (44.4863002 40.1532104),shop,Shengavit
4526416391,POINT (44.4923588 40.1524382),shop,Shengavit
4526416489,POINT (44.4899424 40.1557449),shop,Shengavit
4526416490,POINT (44.483266 40.1524965),shop,Shengavit
4526416491,POINT (44.4747349 40.1515707),shop,Shengavit
4526416492,POINT (44.4795997 40.1552852),shop,Shengavit
4526416689,POINT (44.4834655 40.1526561),shop,Shengavit
4526416690,POINT (44.4773773 40.1536073),shop,Shengavit
4526416691,POINT (44.4761443 40.1521934),shop,Shengavit
4526416789,POINT (44.4851886 40.1539113),shop,Shengavit
4526416889,POINT (44.4791947 40.1540647),shop,Shengavit
4526416890,POINT (44.4859173 40.1569745),shop,Shengavit
4526416989,POINT (44.4795164 40.154297),shop,Shengavit
4526417489,POINT (44.474597 40.1514308),shop,Shengavit
4526417490,POINT (44.4798806 40.1551209),shop,Shengavit
4526635191,POINT (44.5099393 40.1547123),cafe,Erebuni
4527996299,POINT (44.5125297 40.1622421),shop,Erebuni
4527996300,POINT (44.5113711 40.1592037),shop,Erebuni
4527996301,POINT (44.5171347 40.1369472),shop,Erebuni
4527996303,POINT (44.5230972 40.1289659),shop,Erebuni
4527996304,POINT (44.5231379 40.1284221),shop,Erebuni
4527996305,POINT (44.5252111 40.1270967),shop,Erebuni
4527996307,POINT (44.5263766 40.1290195),shop,Erebuni
4527996309,POINT (44.5325208 40.1414742),shop,Erebuni
4527996311,POINT (44.5221143 40.1421956),shop,Erebuni
4527996312,POINT (44.5186151 40.144577),shop,Erebuni
4527996313,POINT (44.5271535 40.1446627),shop,Erebuni
4527996314,POINT (44.5333239 40.1435661),shop,Erebuni
4528039491,POINT (44.5118985 40.1615058),shop,Erebuni
4528039493,POINT (44.5108082 40.1574391),shop,Erebuni
4528039494,POINT (44.5087609 40.1552917),shop,Erebuni
4528039495,POINT (44.5100215 40.1543357),shop,Erebuni
4528039497,POINT (44.5273595 40.1413922),shop,Erebuni
4528039498,POINT (44.5293512 40.1412108),shop,Erebuni
4528039503,POINT (44.5274432 40.1343219),shop,Erebuni
4528039504,POINT (44.524579 40.1329131),shop,Erebuni
4528039505,POINT (44.5245697 40.1310898),shop,Erebuni
4528039508,POINT (44.5405052 40.1427447),shop,Erebuni
4528039509,POINT (44.540913 40.1431503),shop,Erebuni
4528039510,POINT (44.5411231 40.1441566),shop,Erebuni
4528039512,POINT (44.5299693 40.1416831),shop,Erebuni
4528039514,POINT (44.5204871 40.1458982),shop,Erebuni
4528039515,POINT (44.5197238 40.1459326),shop,Erebuni
4528104791,POINT (44.5091324 40.154746),shop,Erebuni
4528104792,POINT (44.508841 40.1496588),shop,Erebuni
4528104793,POINT (44.5244608 40.1414837),shop,Erebuni
4528104795,POINT (44.5271486 40.1271325),shop,Erebuni
4528104796,POINT (44.528419 40.1296343),shop,Erebuni
4528104797,POINT (44.5413349 40.1450537),shop,Erebuni
4528104798,POINT (44.5380382 40.1448839),shop,Erebuni
4528104799,POINT (44.5224908 40.1420524),shop,Erebuni
4528104800,POINT (44.52212 40.1422582),shop,Erebuni
4528104801,POINT (44.5183222 40.1468856),shop,Erebuni
4528104802,POINT (44.5185385 40.1469392),shop,Erebuni
4528104895,POINT (44.5117381 40.1589087),shop,Erebuni
4528104896,POINT (44.5088747 40.1560368),shop,Erebuni
4528104897,POINT (44.5098962 40.1455995),shop,Erebuni
4528104898,POINT (44.5100084 40.1452221),shop,Erebuni
4528104899,POINT (44.5173289 40.1389897),shop,Erebuni
4528104900,POINT (44.5203237 40.1417626),shop,Erebuni
4528104901,POINT (44.5271911 40.1413595),shop,Erebuni
4528104902,POINT (44.5316154 40.1365496),shop,Erebuni
4528104903,POINT (44.5273746 40.1279063),shop,Erebuni
4528104904,POINT (44.5251318 40.12867),shop,Erebuni
4528104905,POINT (44.5329303 40.1362388),shop,Erebuni
4528104906,POINT (44.537755 40.1424617),shop,Erebuni
4528104907,POINT (44.5445928 40.1429118),shop,Erebuni
4528104911,POINT (44.5293826 40.1455307),shop,Erebuni
4528104912,POINT (44.5187377 40.1463759),shop,Erebuni
4528104913,POINT (44.5179652 40.144121),shop,Erebuni
4528114893,POINT (44.5110401 40.1600914),shop,Erebuni
4528114894,POINT (44.5090366 40.1547452),shop,Erebuni
4528114895,POINT (44.5098844 40.151251),shop,Erebuni
4528114896,POINT (44.5099513 40.1528109),shop,Erebuni
4528114897,POINT (44.5145111 40.1389756),shop,Erebuni
4528114898,POINT (44.516203 40.1387163),shop,Erebuni
4528114899,POINT (44.5224634 40.13741),shop,Erebuni
4528114900,POINT (44.5215367 40.1416788),shop,Erebuni
4528114901,POINT (44.524556 40.1318459),shop,Erebuni
4528114903,POINT (44.5248856 40.1319001),shop,Erebuni
4528114904,POINT (44.5275275 40.1326807),shop,Erebuni
4528114905,POINT (44.5279843 40.1327569),shop,Erebuni
4528114907,POINT (44.5367473 40.1443534),shop,Erebuni
4528114908,POINT (44.5243917 40.1420044),shop,Erebuni
4528114909,POINT (44.5263112 40.1462095),shop,Erebuni
4528114910,POINT (44.5284728 40.1475682),shop,Erebuni
4528114990,POINT (44.510064 40.1542359),shop,Erebuni
4528114991,POINT (44.516528 40.1405904),shop,Erebuni
4528114992,POINT (44.5260063 40.1418946),shop,Erebuni
4528114993,POINT (44.5378249 40.1372427),shop,Erebuni
4528114994,POINT (44.5422443 40.1312817),shop,Erebuni
4528114995,POINT (44.5338134 40.1409363),shop,Erebuni
4528114997,POINT (44.5294798 40.1456014),shop,Erebuni
4528114998,POINT (44.5159009 40.1469819),shop,Erebuni
4528114999,POINT (44.5184346 40.150815),shop,Erebuni
4528136090,POINT (44.5105809 40.1555455),shop,Erebuni
4528136091,POINT (44.5094888 40.1557711),shop,Erebuni
4528136092,POINT (44.5082914 40.156112),shop,Erebuni
4528136093,POINT (44.5098566 40.1467572),shop,Erebuni
4528136094,POINT (44.5257549 40.1390599),shop,Erebuni
4528136097,POINT (44.5278996 40.1312804),shop,Erebuni
4528136098,POINT (44.532817 40.13598),shop,Erebuni
4528136099,POINT (44.5156033 40.144093),shop,Erebuni
4528144589,POINT (44.5113242 40.1589691),shop,Erebuni
4528144591,POINT (44.5361758 40.144148),shop,Erebuni
4528144592,POINT (44.5212236 40.1438663),shop,Erebuni
4528144593,POINT (44.5162748 40.1494818),shop,Erebuni
4528144689,POINT (44.5112227 40.1586243),shop,Erebuni
4528144889,POINT (44.5087671 40.1553603),shop,Erebuni
4528145089,POINT (44.5099075 40.1514614),shop,Erebuni
4528145091,POINT (44.5246066 40.1293395),shop,Erebuni
4528145092,POINT (44.528032 40.1289977),shop,Erebuni
4528145093,POINT (44.5221648 40.1454204),shop,Erebuni
4528145094,POINT (44.5207597 40.1457989),shop,Erebuni
4528145390,POINT (44.5220619 40.1415998),shop,Erebuni
4528145391,POINT (44.5244897 40.1361233),shop,Erebuni
4528145392,POINT (44.5248563 40.1367472),shop,Erebuni
4528145393,POINT (44.532366 40.1374659),shop,Erebuni
4528145395,POINT (44.5251335 40.1320875),shop,Erebuni
4528145396,POINT (44.5251573 40.1319036),shop,Erebuni
4528145397,POINT (44.5257671 40.1320103),shop,Erebuni
4528145398,POINT (44.5272886 40.1310038),shop,Erebuni
4528145399,POINT (44.5252623 40.1419348),shop,Erebuni
4528145400,POINT (44.5222401 40.143715),shop,Erebuni
4528145401,POINT (44.5162368 40.1489328),shop,Erebuni
4528145489,POINT (44.5256157 40.1414863),shop,Erebuni
4528145490,POINT (44.5282341 40.1413124),shop,Erebuni
4528145491,POINT (44.5322922 40.137346),shop,Erebuni
4528145492,POINT (44.5380317 40.1425323),shop,Erebuni
4528145589,POINT (44.5304441 40.1412185),shop,Erebuni
4528145590,POINT (44.5270551 40.1324081),shop,Erebuni
4528145595,POINT (44.5112781 40.1575497),shop,Erebuni
4528145889,POINT (44.5225569 40.1333521),shop,Erebuni
4528145892,POINT (44.5111856 40.1573798),shop,Erebuni
4528146390,POINT (44.5221261 40.1420945),shop,Erebuni
4528146391,POINT (44.5221322 40.1424061),shop,Erebuni
4528162493,POINT (44.5191325 40.1559679),shop,Erebuni
4528182591,POINT (44.5226345 40.1504079),shop,Erebuni
4528182592,POINT (44.5146216 40.1547434),shop,Erebuni
4528190494,POINT (44.5145681 40.1551558),shop,Erebuni
4528193090,POINT (44.5186828 40.1545697),shop,Erebuni
4528193091,POINT (44.5189193 40.1564434),shop,Erebuni
4528196290,POINT (44.521745 40.1505595),shop,Erebuni
4528196291,POINT (44.5234213 40.1549797),shop,Erebuni
4528196292,POINT (44.5142602 40.1550157),shop,Erebuni
4528196293,POINT (44.51191 40.1561527),shop,Erebuni
4528196494,POINT (44.5232186 40.1551581),shop,Erebuni
4528196495,POINT (44.5195256 40.1563002),shop,Erebuni
4528204989,POINT (44.5212304 40.1544142),shop,Erebuni
4528205789,POINT (44.5222787 40.1552712),shop,Erebuni
4528205790,POINT (44.5152658 40.1547007),shop,Erebuni
4528205791,POINT (44.5116981 40.1552122),shop,Erebuni
4528238989,POINT (44.5143542 40.1425806),shop,Erebuni
4529579161,POINT (44.5793989 40.2160154),shop,Avan
4530014130,POINT (44.4775813 40.1346397),work,Shengavit
4530173182,POINT (44.5116389 40.1823722),cafe,Kentron
4532109402,POINT (44.4873191 40.21724),shop,Davitashen
4532130291,POINT (44.4918067 40.2197641),shop,Davitashen
4534061715,POINT (44.5692481 40.1729604),school,Nor-norq
4534062291,POINT (44.4913445 40.1998718),shop,Arabkir
4540073300,POINT (44.5238257 40.1881258),shop,Kentron
4540084394,POINT (44.4986531 40.1998308),hospital,Arabkir
4541575592,POINT (44.5103906 40.1872918),work,Kentron
4542260393,POINT (44.4935589 40.1976195),shop,Arabkir
4542361491,POINT (44.5223965 40.1862391),cafe,Kentron
4542365891,POINT (44.5642544 40.186551),shop,Nor-norq
4542365992,POINT (44.5399712 40.1996682),shop,Qanaqer zeuytun
4542369690,POINT (44.5259343 40.1856301),cafe,Kentron
4542369691,POINT (44.5198307 40.1882239),cafe,Kentron
4542369692,POINT (44.5196319 40.1882484),cafe,Kentron
4542387389,POINT (44.5624683 40.1936761),shop,Nor-norq
4543683493,POINT (44.5000199 40.1551558),shop,Shengavit
4543869790,POINT (44.5229003 40.1789012),cafe,Kentron
4544637691,POINT (44.5190679 40.1864026),shop,Kentron
4547057425,POINT (44.5120001 40.1759368),cafe,Kentron
4547057426,POINT (44.5109876 40.1762211),cafe,Kentron
4548331018,POINT (44.4733928 40.1205111),shop,Shengavit
4548331019,POINT (44.4735081 40.1195204),school,Shengavit
4548331020,POINT (44.4750718 40.1201584),kindergarten,Shengavit
4548331021,POINT (44.4741317 40.121112),school,Shengavit
4548922989,POINT (44.5230862 40.1799731),cafe,Kentron
4549328289,POINT (44.5135922 40.1868766),cafe,Kentron
4549362821,POINT (44.497808 40.1506873),shop,Shengavit
